Timeline,Start time,Duration,Row,Instance number,DEFENSE,HALF COURT OFFENSE,OFFENSE,ON COURT,Result,TRANSITION,Ungrouped,Notes,Flags
Game #7 - UGA 12-5-23 (FINAL),3810.658052001334,10.116833333333489,DEFENSE,103,"D Foul, Transition D",,,"#1 Sturdivant, #14 Reeves, #5 Gapare, #12 Claude, #3 Coleman",,TRANSITION,,,
Game #7 - UGA 12-5-23 (FINAL),3842.068083835001,6.498781956998755,DEFENSE,104,,,,"#1 Sturdivant, #14 Reeves, #5 Gapare, #12 Claude, #3 Coleman",FT - MK,TRANSITION,,,
Game #7 - UGA 12-5-23 (FINAL),3855.275185334667,5.266700000000128,DEFENSE,105,,,,"#1 Sturdivant, #14 Reeves, #5 Gapare, #12 Claude, #3 Coleman",FT - MK,TRANSITION,,,
Game #7 - UGA 12-5-23 (FINAL),3951.6261853346678,23.283600000333536,DEFENSE,106,,OFF BALL SCREEN,,"#1 Sturdivant, #14 Reeves, #5 Gapare, #12 Claude, #3 Coleman",X3F,,,,
Game #7 - UGA 12-5-23 (FINAL),3998.872958418,4.394959708000897,DEFENSE,107,,OFF BALL SCREEN,,"#1 Sturdivant, #14 Reeves, #5 Gapare, #12 Claude, #3 Coleman",FT - MI,,,,
Game #7 - UGA 12-5-23 (FINAL),4009.270762127,4.798381458000222,DEFENSE,108,,OFF BALL SCREEN,,"#14 Reeves, #1 Sturdivant, #5 Gapare, #12 Claude, #3 Coleman",FT - MK,,,,
Game #7 - UGA 12-5-23 (FINAL),4022.4713747100013,5.200810499998624,DEFENSE,109,,OFF BALL SCREEN,,"#1 Sturdivant, #14 Reeves, #5 Gapare, #12 Claude, #3 Coleman",FT - MK,,,,
Game #7 - UGA 12-5-23 (FINAL),4083.267945460333,28.759939874667907,DEFENSE,110,"Press D, Opp Off Reb",P/R,,"#1 Sturdivant, #14 Reeves, #5 Gapare, #12 Claude, #3 Coleman",X3,,,,
Game #7 - UGA 12-5-23 (FINAL),4112.027885335001,18.33353333299965,DEFENSE,111,,P/R,,"#1 Sturdivant, #14 Reeves, #5 Gapare, #12 Claude, #3 Coleman",X3,,,,
Game #7 - UGA 12-5-23 (FINAL),4215.267494959334,11.602819750333765,DEFENSE,112,,OTHER,,"#1 Sturdivant, #14 Reeves, #5 Gapare, #12 Claude, #3 Coleman",FT - MK,,,,
Game #7 - UGA 12-5-23 (FINAL),4232.170157876,8.400877500000206,DEFENSE,113,,OTHER,,"#1 Sturdivant, #14 Reeves, #5 Gapare, #12 Claude, #3 Coleman",FT - MK,,,,
Game #7 - UGA 12-5-23 (FINAL),4260.246052002001,10.749999999332431,DEFENSE,114,,,,"#1 Sturdivant, #14 Reeves, #5 Gapare, #12 Claude, #3 Coleman",,,,,
Game #7 - UGA 12-5-23 (FINAL),10.793500000000009,8.0,OPP 2PT Shot,1,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),141.09653333333335,8.0,OPP 2PT Shot,2,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),142.0632,8.0,OPP 2PT Shot,3,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),248.03106666733333,8.0,OPP 2PT Shot,4,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),286.28153333433335,8.0,OPP 2PT Shot,5,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),380.24709383333334,8.0,OPP 2PT Shot,6,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),408.7495666673333,8.0,OPP 2PT Shot,7,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),423.0830666666667,8.0,OPP 2PT Shot,8,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),630.642471,8.0,OPP 2PT Shot,9,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),807.0495000000001,8.0,OPP 2PT Shot,10,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),857.050066667,8.0,OPP 2PT Shot,11,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1023.485233334,8.0,OPP 2PT Shot,12,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1027.158747917,8.0,OPP 2PT Shot,13,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1143.4558187496666,8.0,OPP 2PT Shot,14,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1218.7674000006666,8.0,OPP 2PT Shot,15,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1393.4844112076667,8.0,OPP 2PT Shot,16,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1463.0181450833336,8.0,OPP 2PT Shot,17,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1482.9239824173335,8.0,OPP 2PT Shot,18,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1545.7616909583332,8.0,OPP 2PT Shot,19,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1608.6253157503336,8.0,OPP 2PT Shot,20,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1623.7587824170002,8.0,OPP 2PT Shot,21,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1734.6821490836667,8.0,OPP 2PT Shot,22,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2006.5218157506667,8.0,OPP 2PT Shot,23,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2116.4924396256665,8.0,OPP 2PT Shot,24,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2240.2608831256666,8.0,OPP 2PT Shot,25,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2419.8066824176667,8.0,OPP 2PT Shot,26,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2458.8527777926674,8.0,OPP 2PT Shot,27,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2537.073010207667,8.0,OPP 2PT Shot,28,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2598.358582417667,8.0,OPP 2PT Shot,29,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2885.476082417,8.0,OPP 2PT Shot,30,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2926.1476427926664,8.0,OPP 2PT Shot,31,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3064.511315750333,8.0,OPP 2PT Shot,32,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3116.6376126256664,8.0,OPP 2PT Shot,33,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3278.9371157509995,8.0,OPP 2PT Shot,34,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3302.3706824173332,8.0,OPP 2PT Shot,35,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3435.8832710839997,8.0,OPP 2PT Shot,36,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3532.1434510420004,8.0,OPP 2PT Shot,37,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3567.2301200009997,8.0,OPP 2PT Shot,38,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3671.644507377001,8.0,OPP 2PT Shot,39,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),204.8375335833333,8.0,OPP 3PT Shot,1,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),282.4814666666667,8.0,OPP 3PT Shot,2,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),446.45000000000005,8.0,OPP 3PT Shot,3,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),492.4128790010001,8.0,OPP 3PT Shot,4,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),607.215118541,8.0,OPP 3PT Shot,5,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),707.2396,8.0,OPP 3PT Shot,6,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),749.1494666663334,8.0,OPP 3PT Shot,7,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),972.084733333,8.0,OPP 3PT Shot,8,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1005.9516999996667,8.0,OPP 3PT Shot,9,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1059.9433101670002,8.0,OPP 3PT Shot,10,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1106.1161999996666,8.0,OPP 3PT Shot,11,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1299.6448941246667,8.0,OPP 3PT Shot,12,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1410.8231490836667,8.0,OPP 3PT Shot,13,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1480.3906157513336,8.0,OPP 3PT Shot,14,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1521.0243490836667,8.0,OPP 3PT Shot,15,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1829.120956251,8.0,OPP 3PT Shot,16,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1851.1177490840003,8.0,OPP 3PT Shot,17,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2034.5721157506666,8.0,OPP 3PT Shot,18,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2076.622582417667,8.0,OPP 3PT Shot,19,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2201.6159322916665,8.0,OPP 3PT Shot,20,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2269.0746490836664,8.0,OPP 3PT Shot,21,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2274.8247490836666,8.0,OPP 3PT Shot,22,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2328.072790166667,8.0,OPP 3PT Shot,23,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2361.3448157506673,8.0,OPP 3PT Shot,24,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2361.528149083667,8.0,OPP 3PT Shot,25,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2512.5243490836674,8.0,OPP 3PT Shot,26,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2799.7918157506665,8.0,OPP 3PT Shot,27,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3056.8629493746666,8.0,OPP 3PT Shot,28,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3094.069886000666,8.0,OPP 3PT Shot,29,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3183.841015750333,8.0,OPP 3PT Shot,30,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3239.6307406260003,8.0,OPP 3PT Shot,31,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3637.8494542510007,8.0,OPP 3PT Shot,32,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3651.9556853346676,8.0,OPP 3PT Shot,33,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3754.278376376001,8.0,OPP 3PT Shot,34,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3967.0600353770005,8.0,OPP 3PT Shot,35,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),4102.862826543001,8.0,OPP 3PT Shot,36,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),4121.840413918,8.0,OPP 3PT Shot,37,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),0.0,477.6703,GAME,1,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),478.71643333300005,291.54526666666663,GAME,2,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),770.2616999996667,304.4240666666667,GAME,3,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1074.6857666663334,328.80623333333324,GAME,4,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1404.427682417,393.40036666666674,GAME,5,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1797.8280490836667,81.5911000000001,GAME,6,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1879.4191490836668,439.5094999999999,GAME,7,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2318.9286490836666,54.87943333333351,GAME,8,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2373.808082417,301.71579999999994,GAME,9,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2675.523882417,556.4225333336663,GAME,10,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3231.9464157506663,350.6253666666671,GAME,11,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3585.477385334667,692.8877333333339,GAME,12,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),105.26283333333335,8.0,FGA - Reeves #14,1,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),222.0308,8.0,FGA - Reeves #14,2,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),365.2324000003333,8.0,FGA - Reeves #14,3,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),961.3512000000001,8.0,FGA - Reeves #14,4,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1247.6177666666667,8.0,FGA - Reeves #14,5,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2097.056149083667,8.0,FGA - Reeves #14,6,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2215.4241157506667,8.0,FGA - Reeves #14,7,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2256.3412157506664,8.0,FGA - Reeves #14,8,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2524.1911490836674,8.0,FGA - Reeves #14,9,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3191.9971185426666,8.0,FGA - Reeves #14,10,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),310.8484666673333,8.0,FGA - Ndongo #11,1,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),439.99990000033335,8.0,FGA - Ndongo #11,2,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),737.6609820000001,8.0,FGA - Ndongo #11,3,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),865.092473291,8.0,FGA - Ndongo #11,4,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),992.4015666663333,8.0,FGA - Ndongo #11,5,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2019.8719824176667,8.0,FGA - Ndongo #11,6,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2216.974115750333,8.0,FGA - Ndongo #11,7,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2259.3936576256665,8.0,FGA - Ndongo #11,8,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2411.100313458667,8.0,FGA - Ndongo #11,9,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3263.470249084,8.0,FGA - Ndongo #11,10,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3264.5369490840003,8.0,FGA - Ndongo #11,11,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3287.687182418,8.0,FGA - Ndongo #11,12,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),395.2493666666667,8.0,FGA - Kelly #13,1,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),459.6168,8.0,FGA - Kelly #13,2,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),514.337433334,8.0,FGA - Kelly #13,3,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1013.4080255830002,8.0,FGA - Kelly #13,4,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1094.9061983326667,8.0,FGA - Kelly #13,5,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1244.3343666663334,8.0,FGA - Kelly #13,6,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1599.1085490843336,8.0,FGA - Kelly #13,7,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1903.3327832926668,8.0,FGA - Kelly #13,8,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1943.8600847916666,8.0,FGA - Kelly #13,9,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2186.7873635426668,8.0,FGA - Kelly #13,10,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2260.832348875667,8.0,FGA - Kelly #13,11,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2906.8763157506664,8.0,FGA - Kelly #13,12,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3074.294749083666,8.0,FGA - Kelly #13,13,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3102.9617157503335,8.0,FGA - Kelly #13,14,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3454.055615751,8.0,FGA - Kelly #13,15,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),587.410464208,8.0,FGA - Claude #12,1,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),622.996218375,8.0,FGA - Claude #12,2,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1717.0065912923335,8.0,FGA - Claude #12,3,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3683.9664093750007,8.0,FGA - Claude #12,4,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3880.842185335001,8.0,FGA - Claude #12,5,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),4035.814743209001,8.0,FGA - Claude #12,6,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),724.9731666670001,8.0,FGA - Coleman #3,1,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),990.118233333,8.0,FGA - Coleman #3,2,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1592.7584490843335,8.0,FGA - Coleman #3,3,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1615.8853157503333,8.0,FGA - Coleman #3,4,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2018.955282417667,8.0,FGA - Coleman #3,5,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2293.058249083667,8.0,FGA - Coleman #3,6,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2306.991749083667,8.0,FGA - Coleman #3,7,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2722.374315750666,8.0,FGA - Coleman #3,8,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2987.2185339576663,8.0,FGA - Coleman #3,9,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3802.4080520020007,8.0,FGA - Coleman #3,10,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3878.1588520020014,8.0,FGA - Coleman #3,11,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3944.6095186680013,8.0,FGA - Coleman #3,12,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),787.0493000000001,8.0,FGA - Sacko #23,1,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1123.5330666663333,8.0,FGA - Sacko #23,2,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2350.966874499667,8.0,FGA - Sacko #23,3,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2660.5692888346666,8.0,FGA - Sacko #23,4,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),909.450633334,8.0,FGA - Sturdivant #1,1,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1536.2578490843337,8.0,FGA - Sturdivant #1,2,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),4030.393268543001,8.0,FGA - Sturdivant #1,3,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1034.785366667,8.0,FGA - George #2,1,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1189.3801676246667,8.0,FGA - George #2,2,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1367.169033333,8.0,FGA - George #2,3,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1859.7011824170002,8.0,FGA - George #2,4,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1995.3216824176668,8.0,FGA - George #2,5,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2870.1350490836658,8.0,FGA - George #2,6,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3166.055019417666,8.0,FGA - George #2,7,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3383.208321626,8.0,FGA - George #2,8,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3508.498381126,8.0,FGA - George #2,9,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1370.8357333336667,8.0,FGA - Dowuona #10,1,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1501.7248824170003,8.0,FGA - Gapare #5,1,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2478.6356566256673,8.0,FGA - Gapare #5,2,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),2726.8133327916667,8.0,FGA - Gapare #5,3,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3550.790468792,8.0,FGA - Gapare #5,4,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),3617.8766436680007,8.0,FGA - Gapare #5,5,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),4251.962685335001,8.0,FGA - Gapare #5,6,,,,,,,,,
