Timeline,Start time,Duration,Row,Instance number,DEFENSE,HALF COURT ACTIONS,HALF COURT OFFENSE,OFFENSE,ON COURT,Result,TRANSITION,Ungrouped,Notes,Flags
Game #3 - UMass Lowell 11-14-23 (FINAL),1216.15,8.0,FGA - Reeves #14,3,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),1524.433,8.0,FGA - Reeves #14,4,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),2062.033,8.0,FGA - Reeves #14,5,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),2549.984,8.0,FGA - Reeves #14,6,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),3278.024,8.0,FGA - Reeves #14,7,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),5201.517700236,8.0,FGA - Reeves #14,8,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),268.883,8.0,FGA - Kelly #13,1,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),301.4,8.0,FGA - Kelly #13,2,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),329.683,8.0,FGA - Kelly #13,3,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),791.316666667,8.0,FGA - Kelly #13,4,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),829.716,8.0,FGA - Kelly #13,5,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),2082.8,8.0,FGA - Kelly #13,6,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),2153.283333334,8.0,FGA - Kelly #13,7,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),3172.9970333339998,8.0,FGA - Kelly #13,8,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),3299.4733833339997,8.0,FGA - Kelly #13,9,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),3699.239416667,8.0,FGA - Kelly #13,10,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),5077.7,8.0,FGA - Kelly #13,11,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),5620.249,8.0,FGA - Kelly #13,12,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),5699.721,8.0,FGA - Kelly #13,13,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),5778.38315,8.0,FGA - Kelly #13,14,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),6022.610466667,8.0,FGA - Kelly #13,15,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),6145.967000000001,8.0,FGA - Kelly #13,16,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),6147.2016,8.0,FGA - Kelly #13,17,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),6654.675233334,8.0,FGA - Kelly #13,18,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),66.366,295.921,Game,1,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),566.774,681.869,Game,2,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),1464.943,87.2650000000001,Game,3,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),1618.233,80.73400000000015,Game,4,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),1917.84,317.2370000000003,Game,5,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),2451.153,505.5340000000001,Game,6,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),3165.824,296.23099999999977,Game,7,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),3686.124,97.08200000000033,Game,8,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),4018.9269999999997,654.5740000000005,Game,9,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),4903.0689999999995,438.40200000000004,Game,10,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),5560.652,237.77099999999973,Game,11,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),5891.049,307.5709999999999,Game,12,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),6407.567,267.16499999999996,Game,13,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),6769.109,148.53699999999935,Game,14,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),7037.478999999999,96.9359999999997,Game,15,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),573.904181058,8.0,FGA - Coleman #3,1,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),899.616,8.0,FGA - Coleman #3,2,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),981.9,8.0,FGA - Coleman #3,3,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),1188.993701043,8.0,FGA - Coleman #3,4,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),3697.487270569,8.0,FGA - Coleman #3,5,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),3759.414638715,8.0,FGA - Coleman #3,6,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),4051.075,8.0,FGA - Coleman #3,7,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),4055.56205,8.0,FGA - Coleman #3,8,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),4173.5298999999995,8.0,FGA - Coleman #3,9,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),4430.2697166670005,8.0,FGA - Coleman #3,10,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),4917.322,8.0,FGA - Coleman #3,11,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),4917.463,8.0,FGA - Coleman #3,12,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),6176.648,8.0,FGA - Coleman #3,13,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),6486.1683189489995,8.0,FGA - Coleman #3,14,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),6643.580816666999,8.0,FGA - Coleman #3,15,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),758.5694389,8.0,FGA - Sturdivant #1,1,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),866.883,8.0,FGA - Sturdivant #1,2,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),1087.516,8.0,FGA - Sturdivant #1,3,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),1167.683,8.0,FGA - Sturdivant #1,4,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),2197.466666667,8.0,FGA - Sturdivant #1,5,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),2939.762794969,8.0,FGA - Sturdivant #1,6,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),3729.519666667,8.0,FGA - Sturdivant #1,7,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),4248.35465,8.0,FGA - Sturdivant #1,8,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),4464.4205,8.0,FGA - Sturdivant #1,9,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),4595.083131288,8.0,FGA - Sturdivant #1,10,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),6871.058066666999,8.0,FGA - Sturdivant #1,11,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),7051.504,8.0,FGA - Sturdivant #1,12,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),7117.437533333999,8.0,FGA - Sturdivant #1,13,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),1219.25,8.0,FGA - Sacko #23,1,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),4311.400966667,8.0,FGA - Sacko #23,2,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),4433.105883333999,8.0,FGA - Sacko #23,3,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),1497.762856165,8.0,FGA - Dowuona #10,1,,,,,,,,,,
Game #3 - UMass Lowell 11-14-23 (FINAL),4637.3882285,8.0,FGA - Gapare #5,1,,,,,,,,,,
