Timeline,Start time,Duration,Row,Instance number,DEFENSE,Fouls,Free Throws,HALF COURT ACTIONS,Inbounds,Location Zone,OFFENSE,ON COURT,PLAYERS,Rebounds,Result,SHOT AREA,Shot Type,Shot by Clemson University,Shot by Georgia Institute of Technology,Shots,TRANSITION,Turnovers,Ungrouped,Notes,Flags
Game #17 - Clemson 1-16-24 (Final),1271.2914999999998,24.80613333366682,DEFENSE,40,,,,P/R,,,,"#13 Kelly, #2 George, #12 Claude, #11 Ndongo, #14 Reeves",,,TO,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1303.0922999999998,17.71270000000004,DEFENSE,41,,,,P/R,,,,"#13 Kelly, #2 George, #12 Claude, #11 Ndongo, #14 Reeves",,,O3,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1338.9696000006666,18.501966666000044,DEFENSE,42,D Foul,,,P/R,,,,"#13 Kelly, #2 George, #12 Claude, #11 Ndongo, #14 Reeves",,,X3,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1363.4416999999999,21.846399999999903,DEFENSE,43,BLOB Def,,,DK/MVMT,,,,"#13 Kelly, #2 George, #12 Claude, #11 Ndongo, #14 Reeves",,,X3,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1409.7576999999997,17.368400000000292,DEFENSE,44,,,,POST,,,,"#13 Kelly, #2 George, #12 Claude, #11 Ndongo, #14 Reeves",,,TO,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1454.1987999999997,28.71219999999994,DEFENSE,45,,,,DK/MVMT,,,,"#13 Kelly, #2 George, #12 Claude, #11 Ndongo, #14 Reeves",,,O2,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1535.551666667,10.179999999666506,DEFENSE,46,,,,,,,,"#11 Ndongo, #12 Claude, #3 Coleman, #14 Reeves, #13 Kelly",,,O2,,,,,,TRANSITION,,,,
Game #17 - Clemson 1-16-24 (Final),1670.9705333333332,19.229866666333237,DEFENSE,47,Opp Off Reb,,,POST,,,,"#13 Kelly, #2 George, #12 Claude, #11 Ndongo, #14 Reeves",,,X2,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1690.2003999996664,3.299966666999808,DEFENSE,48,,,,OREB,,,,"#13 Kelly, #2 George, #12 Claude, #11 Ndongo, #14 Reeves",,,O2,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1724.6507666666666,18.15009999999984,DEFENSE,49,D Foul,,,POST,,,,"#13 Kelly, #2 George, #12 Claude, #11 Ndongo, #14 Reeves",,,X2F,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1771.692478666666,4.702130500666499,DEFENSE,50,,,,POST,,,,"#13 Kelly, #2 George, #12 Claude, #11 Ndongo, #14 Reeves",,,FT - MK,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1790.9857666666667,3.6024252913321106,DEFENSE,51,,,,POST,,,,"#13 Kelly, #2 George, #12 Claude, #11 Ndongo, #14 Reeves",,,FT - MK,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1871.5699333333332,17.783566666333172,DEFENSE,52,Opp Off Reb,,,DHO/HOFF,,,,"#13 Kelly, #2 George, #12 Claude, #11 Ndongo, #14 Reeves",,,X2,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1889.3534999996664,7.600100000000111,DEFENSE,53,D Foul,,,,,,,"#13 Kelly, #2 George, #12 Claude, #11 Ndongo, #14 Reeves",,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1922.3372333333332,17.066733333333104,DEFENSE,54,"BLOB Def, D Foul",,,DK/MVMT,,,,"#13 Kelly, #2 George, #12 Claude, #3 Coleman, #14 Reeves",,,O2F,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1963.4040333333332,5.5,DEFENSE,55,,,,DK/MVMT,,,,"#13 Kelly, #2 George, #12 Claude, #3 Coleman, #14 Reeves",,,FT - MK,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1996.5388666666663,17.150533333000112,DEFENSE,56,,,,OFF BALL SCREEN,,,,"#13 Kelly, #2 George, #12 Claude, #3 Coleman, #14 Reeves",,,O3,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2041.9571333333333,8.516733333332922,DEFENSE,57,Transition D,,,,,,,"#13 Kelly, #2 George, #12 Claude, #3 Coleman, #14 Reeves",,,O2,,,,,,TRANSITION,,,,
Game #17 - Clemson 1-16-24 (Final),2079.233033333333,22.968166666333673,DEFENSE,58,Opp Off Reb,,,DK/MVMT,,,,"#13 Kelly, #2 George, #12 Claude, #3 Coleman, #14 Reeves",,,X3,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2102.2011999996666,7.65003333366667,DEFENSE,59,D Foul,,,POST,,,,"#13 Kelly, #2 George, #12 Claude, #3 Coleman, #14 Reeves",,,X2F,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2113.1841,7.75,DEFENSE,60,,,,OREB,,,,"#13 Kelly, #2 George, #12 Claude, #3 Coleman, #14 Reeves",,,FT - MK,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2118.196766666667,13.5,DEFENSE,61,,,,OREB,,,,"#13 Kelly, #2 George, #12 Claude, #3 Coleman, #14 Reeves",,,FT - MK,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2148.5090000000005,10.168311207999977,DEFENSE,62,Zone D,,,,,,,"#1 Sturdivant, #2 George, #12 Claude, #3 Coleman, #11 Ndongo",,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2173.942466666667,14.750333333333401,DEFENSE,63,"BLOB Def, D Foul",,,BLOB,,,,"#1 Sturdivant, #2 George, #12 Claude, #3 Coleman, #11 Ndongo",,,TO,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2248.810533333,15.91686666700025,DEFENSE,64,"Zone D, Opp Off Reb",,,ZONE,,,,"#1 Sturdivant, #2 George, #12 Claude, #3 Coleman, #11 Ndongo",,,X3,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2264.7274,3.1938666666665085,DEFENSE,65,,,,OREB,,,,"#1 Sturdivant, #2 George, #12 Claude, #3 Coleman, #11 Ndongo",,,O2,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2302.6913540836667,9.5396459159997,DEFENSE,66,D Foul,,,POST,,,,"#1 Sturdivant, #2 George, #12 Claude, #3 Coleman, #11 Ndongo",,,X2F,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2344.241358041333,4.5117150833330015,DEFENSE,67,,,,POST,,,,"#1 Sturdivant, #2 George, #12 Claude, #3 Coleman, #11 Ndongo",,,FT - MK,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2363.352724583332,3.957675958334221,DEFENSE,68,,,,POST,,,,"#1 Sturdivant, #2 George, #12 Claude, #3 Coleman, #11 Ndongo",,,FT - MI,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2398.3985666666667,27.47989095899993,DEFENSE,69,D Foul,,,POST,,,,"#1 Sturdivant, #2 George, #12 Claude, #14 Reeves, #11 Ndongo",,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2443.898933333333,10.150800000000345,DEFENSE,70,BLOB Def,,,POST,,,,"#1 Sturdivant, #2 George, #12 Claude, #14 Reeves, #11 Ndongo",,,O2,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2513.7232000000004,25.2003000003333,DEFENSE,71,,,,DK/MVMT,,,,"#1 Sturdivant, #13 Kelly, #12 Claude, #14 Reeves, #11 Ndongo",,,X3,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2559.4568333333336,9.500299999999697,DEFENSE,72,BLOB Def,,,POST,,,,"#1 Sturdivant, #13 Kelly, #12 Claude, #14 Reeves, #11 Ndongo",,,O2,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2596.507433333333,31.333866666666836,DEFENSE,73,,,,POST,,,,"#1 Sturdivant, #13 Kelly, #12 Claude, #14 Reeves, #11 Ndongo",,,X2,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2638.9914,23.55029999999988,DEFENSE,74,,,,POST,,,,"#1 Sturdivant, #13 Kelly, #12 Claude, #14 Reeves, #11 Ndongo",,,O2,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2721.552853248665,28.6899467513349,DEFENSE,75,D Foul,,,DK/MVMT,,,,"#1 Sturdivant, #13 Kelly, #12 Claude, #14 Reeves, #11 Ndongo",,,X2F,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2786.1564196246654,3.9978390423329984,DEFENSE,76,,,,DK/MVMT,,,,"#1 Sturdivant, #13 Kelly, #12 Claude, #14 Reeves, #11 Ndongo",,,FT - MK,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2805.553820583,3.297631999666919,DEFENSE,77,,,,DK/MVMT,,,,"#1 Sturdivant, #13 Kelly, #12 Claude, #14 Reeves, #11 Ndongo",,,FT - MK,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2897.4779333333336,30.967033332999563,DEFENSE,78,Opp Off Reb,,,P/R,,,,"#1 Sturdivant, #13 Kelly, #12 Claude, #14 Reeves, #11 Ndongo",,,X3,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2928.444966666333,11.050066666999555,DEFENSE,79,,,,POST,,,,"#1 Sturdivant, #13 Kelly, #12 Claude, #14 Reeves, #11 Ndongo",,,O2,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2965.1785999999993,22.521200000001045,DEFENSE,80,,,,POST,,,,"#1 Sturdivant, #13 Kelly, #12 Claude, #14 Reeves, #11 Ndongo",,,TO,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3033.161133333333,31.716999999999643,DEFENSE,81,,,,ISO,,,,"#1 Sturdivant, #13 Kelly, #12 Claude, #14 Reeves, #11 Ndongo",,,X3,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3100.961833333333,6.300033333332976,DEFENSE,82,"D Foul, Transition D",,,,,,,"#13 Kelly, #12 Claude, #14 Reeves, #11 Ndongo, #2 George",,,X2F,,,,,,TRANSITION,,,,
Game #17 - Clemson 1-16-24 (Final),3139.1558564166644,3.854476916668318,DEFENSE,83,,,,,,,,"#13 Kelly, #12 Claude, #14 Reeves, #11 Ndongo, #2 George",,,FT - MK,,,,,,TRANSITION,,,,
Game #17 - Clemson 1-16-24 (Final),3154.8565787906646,4.239187876000869,DEFENSE,84,,,,,,,,"#13 Kelly, #12 Claude, #14 Reeves, #11 Ndongo, #2 George",,,FT - MK,,,,,,TRANSITION,,,,
Game #17 - Clemson 1-16-24 (Final),3192.8578334993317,16.338899834000586,DEFENSE,85,,,,P/R,,,,"#2 George, #13 Kelly, #12 Claude, #14 Reeves, #11 Ndongo",,,X2,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3254.5569306239986,2.4694910416674247,DEFENSE,86,D Foul,,,POST,,,,"#2 George, #13 Kelly, #12 Claude, #14 Reeves, #11 Ndongo",,,X2F,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3283.857962332331,4.098682792001455,DEFENSE,87,,,,POST,,,,"#2 George, #13 Kelly, #12 Claude, #14 Reeves, #11 Ndongo",,,FT - MK,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3303.557822541665,4.194917458000418,DEFENSE,88,,,,POST,,,,"#2 George, #13 Kelly, #12 Claude, #14 Reeves, #11 Ndongo",,,FT - MI,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3323.8838333333324,13.132033333333311,DEFENSE,89,D Foul,,,OTHER,,,,"#1 Sturdivant, #13 Kelly, #12 Claude, #14 Reeves, #11 Ndongo",,,X2F,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3360.3554999999997,4.310633333666374,DEFENSE,90,,,,OTHER,,,,"#1 Sturdivant, #13 Kelly, #12 Claude, #14 Reeves, #11 Ndongo",,,FT - MI,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3389.354491457998,4.5602878336685535,DEFENSE,91,,,,OTHER,,,,"#1 Sturdivant, #13 Kelly, #12 Claude, #14 Reeves, #11 Ndongo",,,FT - MI,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3418.098399999999,18.26373333333322,DEFENSE,92,,,,POST,,,,"#1 Sturdivant, #2 George, #12 Claude, #14 Reeves, #11 Ndongo",,,O2,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3481.0200333329994,21.366833333666364,DEFENSE,93,,,,DK/MVMT,,,,"#13 Kelly, #2 George, #12 Claude, #14 Reeves, #11 Ndongo",,,O2,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3558.5553,25.387799999999515,DEFENSE,94,,,,POST,,,,"#13 Kelly, #2 George, #12 Claude, #14 Reeves, #11 Ndongo",,,O2,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3692.6220999999987,8.935378708000826,DEFENSE,95,,,,,,,,"#13 Kelly, #5 Gapare, #1 Sturdivant, #14 Reeves, #11 Ndongo",,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3708.801947498998,40.40068583399989,DEFENSE,96,"BLOB Def, Press D",,,DK/MVMT,,,,"#13 Kelly, #5 Gapare, #1 Sturdivant, #14 Reeves, #11 Ndongo",,,X2,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3782.168499999999,31.90615845800221,DEFENSE,97,"Press D, Opp Off Reb",,,POST,,,,"#13 Kelly, #5 Gapare, #1 Sturdivant, #14 Reeves, #11 Ndongo",,,X2,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3814.074658458001,8.266766666999501,DEFENSE,98,D Foul,,,OTHER,,,,"#13 Kelly, #5 Gapare, #1 Sturdivant, #14 Reeves, #11 Ndongo",,,X2F,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3853.771932083334,3.2959788336675047,DEFENSE,99,,,,OTHER,,,,"#13 Kelly, #5 Gapare, #1 Sturdivant, #14 Reeves, #11 Ndongo",,,FT - MK,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3875.1708904586676,4.64986799966664,DEFENSE,100,,,,OTHER,,,,"#13 Kelly, #5 Gapare, #1 Sturdivant, #14 Reeves, #11 Ndongo",,,FT - MK,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3914.4395251250007,14.25,DEFENSE,101,"Press D, D Foul",,,OTHER,,,,"#13 Kelly, #2 George, #1 Sturdivant, #14 Reeves, #11 Ndongo",,,X2F,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3956.706325125001,7.250299999999697,DEFENSE,102,,,,OTHER,,,,"#13 Kelly, #2 George, #1 Sturdivant, #14 Reeves, #11 Ndongo",,,FT - MK,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3967.8488917916675,13.283466666666754,DEFENSE,103,Press D,,,OTHER,,,,"#11 Ndongo, #13 Kelly, #14 Reeves, #1 Sturdivant, #2 George",,,TO,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3984.0763917916684,10.5,DEFENSE,104,,,,,,,,"#11 Ndongo, #13 Kelly, #14 Reeves, #12 Claude, #2 George",,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4027.3267251250018,18.500266667332653,DEFENSE,105,"SLOB Def, Opp Off Reb",,,DK/MVMT,,,,"#11 Ndongo, #13 Kelly, #14 Reeves, #12 Claude, #2 George",,,X2,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4045.8269917923344,1.674659917000099,DEFENSE,106,D Foul,,,OREB,,,,"#11 Ndongo, #13 Kelly, #14 Reeves, #12 Claude, #2 George",,,X2F,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4071.5016251250017,4.75900000033289,DEFENSE,107,,,,OREB,,,,"#11 Ndongo, #13 Kelly, #14 Reeves, #12 Claude, #2 George",,,FT - MK,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4089.277291791668,2.250200000667064,DEFENSE,108,,,,OREB,,,,"#11 Ndongo, #13 Kelly, #14 Reeves, #12 Claude, #2 George",,,FT - MK,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4106.060958458334,23.716866666666647,DEFENSE,109,,,,DK/MVMT,,,,"#11 Ndongo, #13 Kelly, #14 Reeves, #12 Claude, #2 George",,,O2,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4207.422022999335,19.153168792332508,DEFENSE,110,,,,POST,,,,"#11 Ndongo, #13 Kelly, #14 Reeves, #12 Claude, #2 George",,,O2,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4297.819557458668,17.743667666666624,DEFENSE,111,,,,OFF BALL SCREEN,,,,"#11 Ndongo, #13 Kelly, #14 Reeves, #12 Claude, #2 George",,,X3,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4341.313591791668,21.645333333333838,DEFENSE,112,Opp Off Reb,,,POST,,,,"#11 Ndongo, #13 Kelly, #14 Reeves, #12 Claude, #2 George",,,X2,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4362.958925125002,3.421733333332668,DEFENSE,113,,,,OREB,,,,"#11 Ndongo, #13 Kelly, #14 Reeves, #12 Claude, #2 George",,,X2,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4453.021940333002,21.48318479199952,DEFENSE,114,,,,POST,,,,"#11 Ndongo, #13 Kelly, #14 Reeves, #12 Claude, #2 George",,,O2,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4549.922764499333,20.010260626001582,DEFENSE,115,Opp Off Reb,,,DK/MVMT,,,,"#11 Ndongo, #13 Kelly, #14 Reeves, #12 Claude, #2 George",,,X3,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4569.933025125335,2.9666333329996633,DEFENSE,116,,,,OREB,,,,"#11 Ndongo, #13 Kelly, #14 Reeves, #12 Claude, #2 George",,,O2,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4624.517348584,16.61640987433566,DEFENSE,117,D Foul,,,POST,,,,"#11 Ndongo, #13 Kelly, #14 Reeves, #12 Claude, #2 George",,,X2F,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4710.918258458335,4.0,DEFENSE,118,,,,POST,,,,"#11 Ndongo, #13 Kelly, #14 Reeves, #12 Claude, #2 George",,,FT - MI,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4727.684758458335,9.75,DEFENSE,119,,,,POST,,,,"#11 Ndongo, #13 Kelly, #14 Reeves, #12 Claude, #2 George",,,FT - MK,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4771.419325125002,12.58522345900019,DEFENSE,120,,,,OTHER,,,,"#1 Sturdivant, #5 Gapare, #14 Reeves, #12 Claude, #10 Dowuona",,,X3,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4786.483727084002,22.753754832667255,DEFENSE,121,Opp Off Reb,,,DK/MVMT,,,,"#1 Sturdivant, #5 Gapare, #14 Reeves, #12 Claude, #2 George",,,X3,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4809.237481916669,3.2833333333328483,DEFENSE,122,D Foul,,,OREB,,,,"#1 Sturdivant, #5 Gapare, #14 Reeves, #12 Claude, #2 George",,,X2F,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4834.791415250003,3.5,DEFENSE,123,,,,OREB,,,,"#1 Sturdivant, #5 Gapare, #14 Reeves, #12 Claude, #2 George",,,FT - MI,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4846.041515250003,7.316800000666262,DEFENSE,124,Opp Off Reb,,,OREB,,,,"#1 Sturdivant, #5 Gapare, #14 Reeves, #12 Claude, #2 George",,,FT - MI,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4853.358315250669,16.916866666000715,DEFENSE,125,D Foul,,,POST,,,,"#1 Sturdivant, #5 Gapare, #14 Reeves, #12 Claude, #2 George",,,X2F,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4890.842048583336,3.516666666666424,DEFENSE,126,,,,POST,,,,"#1 Sturdivant, #5 Gapare, #14 Reeves, #12 Claude, #2 George",,,FT - MK,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4901.184972040668,4.894748749999053,DEFENSE,127,,,,POST,,,,"#1 Sturdivant, #5 Gapare, #14 Reeves, #12 Claude, #2 George",,,FT - MK,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4935.162023582669,9.997291667999889,DEFENSE,128,Transition D,,,,,,,"#1 Sturdivant, #5 Gapare, #14 Reeves, #12 Claude, #2 George",,,X2,,,,,,TRANSITION,,,,
Game #17 - Clemson 1-16-24 (Final),4994.360881916669,25.566966667000088,DEFENSE,129,D Foul,,,DHO/HOFF,,,,"#1 Sturdivant, #5 Gapare, #14 Reeves, #12 Claude, #2 George",,,X2F,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),5045.183208333334,5.7965124166676105,DEFENSE,130,,,,DHO/HOFF,,,,"#1 Sturdivant, #5 Gapare, #14 Reeves, #12 Claude, #2 George",,,FT - MK,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),5060.984649625001,4.096605834001821,DEFENSE,131,,,,DHO/HOFF,,,,"#1 Sturdivant, #5 Gapare, #14 Reeves, #12 Claude, #2 George",,,FT - MK,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),5132.984596000002,23.161385916666404,DEFENSE,132,,,,POST,,,,"#13 Kelly, #3 Coleman, #14 Reeves, #12 Claude, #2 George",,,X2,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),5179.826415250003,22.570066666665298,DEFENSE,133,,,,DK/MVMT,,,,"#13 Kelly, #3 Coleman, #14 Reeves, #12 Claude, #2 George",,,X3,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),5287.013915250003,17.683633333665057,DEFENSE,134,,,,P/R,,,,"#13 Kelly, #3 Coleman, #14 Reeves, #12 Claude, #2 George",,,O2,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),5332.500975458335,17.959486833000483,DEFENSE,135,,,,POST,,,,"#13 Kelly, #3 Coleman, #14 Reeves, #12 Claude, #2 George",,,X2,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),5436.019581916669,16.893691041999773,DEFENSE,136,"D Foul, Opp Off Reb",,,OTHER,,,,"#13 Kelly, #3 Coleman, #14 Reeves, #12 Claude, #5 Gapare",,,X2F,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),5513.163939625336,8.066800000333387,DEFENSE,137,,,,OTHER,,,,"#13 Kelly, #3 Coleman, #14 Reeves, #12 Claude, #5 Gapare",,,FT - MK,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),5534.021959417336,3.5980757909983367,DEFENSE,138,,,,OTHER,,,,"#13 Kelly, #3 Coleman, #14 Reeves, #12 Claude, #5 Gapare",,,FT - MK,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),0.0,447.9007333333333,GAME,1,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),447.9007333333333,222.95596666666665,GAME,2,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),671.3007666666666,426.3517333333335,GAME,3,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1097.6525000000001,265.78919999999994,GAME,4,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1364.4433,280.4177333333332,GAME,5,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1644.8610333333331,406.75430000000006,GAME,6,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2051.615333333333,61.56876666666676,GAME,7,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2115.199766666667,157.89636666666638,GAME,8,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2273.0961333333335,220.90463333333264,GAME,9,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2494.000766666666,497.7662,GAME,10,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2991.766966666666,471.641333333333,GAME,11,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3463.408299999999,243.9385999999995,GAME,12,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3707.3468999999986,51.22206666666625,GAME,13,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3758.568966666665,23.599533333333966,GAME,14,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3783.1670251250007,125.2497000000003,GAME,15,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3908.416725125001,59.17410000000018,GAME,16,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3967.590825125001,14.164866666666967,GAME,17,,,,,,,,#1 Sturdivant,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3981.755691791668,756.6589999999997,GAME,18,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4738.414691791668,33.00463333333391,GAME,19,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4773.027748583335,12.545233333333272,GAME,20,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4785.572981916668,544.1272666666682,GAME,21,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),5329.700248583336,106.3193333333329,GAME,22,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),5437.169472958669,109.92129999999997,GAME,23,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),5547.090772958669,196.9400333333324,GAME,24,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),12.117574957333318,8.0,OPP 2PT Shot,1,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),154.1083710833333,8.0,OPP 2PT Shot,2,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),286.6496333333333,8.0,OPP 2PT Shot,3,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),302.6998000003333,8.0,OPP 2PT Shot,4,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),358.13376666733325,8.0,OPP 2PT Shot,5,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),426.61833333333334,8.0,OPP 2PT Shot,6,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),490.9119666666667,8.0,OPP 2PT Shot,7,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),536.1884666666666,8.0,OPP 2PT Shot,8,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),572.3733088336667,8.0,OPP 2PT Shot,9,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),636.4016225826666,8.0,OPP 2PT Shot,10,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),662.5351333333334,8.0,OPP 2PT Shot,11,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),728.198949792,8.0,OPP 2PT Shot,12,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),780.5056666669999,8.0,OPP 2PT Shot,13,,,,,,,,,,,,,,,,,,,,,
