Timeline,Start time,Duration,Row,Instance number,DEFENSE,HALF COURT ACTIONS,OFFENSE,ON COURT,Result,TRANSITION,Ungrouped,Notes,Flags
Game #10 - UMass 12-21-23 (Final),886.8424000003332,7.066666666000174,DEFENSE,25,"Transition D, D Foul",,,"#11 Ndongo, #5 Gapare, #23 Sacko, #2 George, #3 Coleman",X2F,TRANSITION,,,
Game #10 - UMass 12-21-23 (Final),919.6757333333334,8.516666666999981,DEFENSE,26,,,,"#11 Ndongo, #5 Gapare, #23 Sacko, #2 George, #3 Coleman",FT - MI,TRANSITION,,,
Game #10 - UMass 12-21-23 (Final),946.4590333333334,4.066699999999855,DEFENSE,27,,,,"#11 Ndongo, #5 Gapare, #23 Sacko, #2 George, #3 Coleman",FT - MI,TRANSITION,,,
Game #10 - UMass 12-21-23 (Final),967.0590666663333,17.450000000000045,DEFENSE,28,Opp Off Reb,DHO/HOFF,,"#11 Ndongo, #13 Kelly, #23 Sacko, #2 George, #3 Coleman",X3,,,,
Game #10 - UMass 12-21-23 (Final),1004.2757333333333,18.75,DEFENSE,29,"BLOB Def, D Foul",POST,,"#11 Ndongo, #13 Kelly, #23 Sacko, #2 George, #3 Coleman",X2F,,,,
Game #10 - UMass 12-21-23 (Final),1047.7923999999998,4.783333333333303,DEFENSE,30,,POST,,"#11 Ndongo, #13 Kelly, #23 Sacko, #2 George, #3 Coleman",FT - MI,,,,
Game #10 - UMass 12-21-23 (Final),1067.8424,4.366666666333458,DEFENSE,31,,POST,,"#11 Ndongo, #13 Kelly, #23 Sacko, #2 George, #3 Coleman",FT - MI,,,,
Game #10 - UMass 12-21-23 (Final),1096.3257333333331,10.316666667000163,DEFENSE,32,Transition D,,,"#11 Ndongo, #13 Kelly, #23 Sacko, #1 Sturdivant, #3 Coleman",X3,TRANSITION,,,
Game #10 - UMass 12-21-23 (Final),1113.5924000003333,7.374474803000112,DEFENSE,33,Transition D,,,"#11 Ndongo, #13 Kelly, #23 Sacko, #1 Sturdivant, #3 Coleman",O2,TRANSITION,,,
Game #10 - UMass 12-21-23 (Final),1180.5757333333331,11.926009117000149,DEFENSE,34,,DK/MVMT,,"#11 Ndongo, #13 Kelly, #14 Reeves, #1 Sturdivant, #3 Coleman",TO,,,,
Game #10 - UMass 12-21-23 (Final),1200.4295666666667,15.75000000033333,DEFENSE,35,,OFF BALL SCREEN,,"#11 Ndongo, #13 Kelly, #14 Reeves, #1 Sturdivant, #3 Coleman",TO,,,,
Game #10 - UMass 12-21-23 (Final),1240.0462333330001,6.166666667000072,DEFENSE,36,"D Foul, Transition D",,,"#11 Ndongo, #13 Kelly, #14 Reeves, #1 Sturdivant, #3 Coleman",,TRANSITION,,,
Game #10 - UMass 12-21-23 (Final),1264.7295666666669,11.263294436333354,DEFENSE,37,BLOB Def,CUT,,"#11 Ndongo, #13 Kelly, #14 Reeves, #1 Sturdivant, #3 Coleman",TO,,,,
Game #10 - UMass 12-21-23 (Final),1278.8462333329999,10.866666667000118,DEFENSE,38,Opp Off Reb,ISO,,"#11 Ndongo, #13 Kelly, #14 Reeves, #1 Sturdivant, #3 Coleman",X2,,,,
Game #10 - UMass 12-21-23 (Final),1289.7129,3.75,DEFENSE,39,,OREB,,"#11 Ndongo, #13 Kelly, #14 Reeves, #1 Sturdivant, #3 Coleman",X3,,,,
Game #10 - UMass 12-21-23 (Final),1300.0462000000002,8.716699999999946,DEFENSE,40,Opp Off Reb,ISO,,"#11 Ndongo, #13 Kelly, #14 Reeves, #1 Sturdivant, #3 Coleman",X2,,,,
Game #10 - UMass 12-21-23 (Final),1308.7629000000002,2.433333333000064,DEFENSE,41,,OREB,,"#11 Ndongo, #13 Kelly, #14 Reeves, #1 Sturdivant, #3 Coleman",O2,,,,
Game #10 - UMass 12-21-23 (Final),1375.6687333333334,26.166699999999764,DEFENSE,42,,DK/MVMT,,"#11 Ndongo, #13 Kelly, #14 Reeves, #1 Sturdivant, #3 Coleman",X3,,,,
Game #10 - UMass 12-21-23 (Final),1445.1853999999998,22.75003333333325,DEFENSE,43,Opp Off Reb,POST,,"#11 Ndongo, #13 Kelly, #14 Reeves, #2 George, #3 Coleman",X2,,,,
Game #10 - UMass 12-21-23 (Final),1467.935433333333,4.083333333000155,DEFENSE,44,,OREB,,"#11 Ndongo, #13 Kelly, #14 Reeves, #2 George, #3 Coleman",O2,,,,
Game #10 - UMass 12-21-23 (Final),1542.8687333333332,18.661381552999956,DEFENSE,45,Opp Off Reb,POST,,"#12 Claude, #13 Kelly, #14 Reeves, #1 Sturdivant, #5 Gapare",X2,,,,
Game #10 - UMass 12-21-23 (Final),1561.5301148863332,2.5219851140000173,DEFENSE,46,,OREB,,"#12 Claude, #13 Kelly, #14 Reeves, #1 Sturdivant, #5 Gapare",X2,,,,
Game #10 - UMass 12-21-23 (Final),1630.2854333333335,20.483299999999872,DEFENSE,47,Opp Off Reb,CUT,,"#12 Claude, #13 Kelly, #14 Reeves, #1 Sturdivant, #5 Gapare",X2,,,,
Game #10 - UMass 12-21-23 (Final),1650.7687333333333,8.166699999999764,DEFENSE,48,D Foul,CUT,,"#12 Claude, #13 Kelly, #14 Reeves, #1 Sturdivant, #5 Gapare",,,,,
Game #10 - UMass 12-21-23 (Final),1663.3376999996663,4.816666666999936,DEFENSE,49,,,,"#13 Kelly, #1 Sturdivant, #14 Reeves, #12 Claude, #5 Gapare",,,,,
Game #10 - UMass 12-21-23 (Final),1697.6876999996662,4.633333334000326,DEFENSE,50,,CUT,,"#13 Kelly, #1 Sturdivant, #14 Reeves, #12 Claude, #5 Gapare",FT - MI,,,,
Game #10 - UMass 12-21-23 (Final),1727.6876999996662,18.966666667000027,DEFENSE,51,,DHO/HOFF,,"#13 Kelly, #1 Sturdivant, #14 Reeves, #12 Claude, #5 Gapare",X2,,,,
Game #10 - UMass 12-21-23 (Final),1753.3710333336662,8.550000000000182,DEFENSE,52,Transition D,,,"#13 Kelly, #1 Sturdivant, #14 Reeves, #12 Claude, #3 Coleman",,TRANSITION,,,
Game #10 - UMass 12-21-23 (Final),1786.0876666666663,19.16670000000022,DEFENSE,53,SLOB Def,POST,,"#13 Kelly, #1 Sturdivant, #14 Reeves, #12 Claude, #3 Coleman",O2,,,,
Game #10 - UMass 12-21-23 (Final),1906.5876666666663,15.800033333000101,DEFENSE,54,,POST,,"#13 Kelly, #1 Sturdivant, #11 Ndongo, #12 Claude, #3 Coleman",X2,,,,
Game #10 - UMass 12-21-23 (Final),1944.6876666666662,23.90003333300001,DEFENSE,55,Opp Off Reb,POST,,"#13 Kelly, #1 Sturdivant, #11 Ndongo, #12 Claude, #3 Coleman",X3,,,,
Game #10 - UMass 12-21-23 (Final),1968.5876999996663,4.266666667000209,DEFENSE,56,,OREB,,"#13 Kelly, #1 Sturdivant, #11 Ndongo, #12 Claude, #3 Coleman",X2F,,,,
Game #10 - UMass 12-21-23 (Final),1997.2975438493336,3.216334709332841,DEFENSE,57,,OREB,,"#13 Kelly, #1 Sturdivant, #11 Ndongo, #12 Claude, #3 Coleman",FT - MK,,,,
Game #10 - UMass 12-21-23 (Final),2029.1020824523284,3.43798421433803,DEFENSE,58,,OREB,,"#13 Kelly, #1 Sturdivant, #11 Ndongo, #12 Claude, #3 Coleman",FT - MI,,,,
Game #10 - UMass 12-21-23 (Final),2045.671033333333,11.933333333333394,DEFENSE,59,,POST,,"#13 Kelly, #1 Sturdivant, #14 Reeves, #12 Claude, #3 Coleman",,,,,
Game #10 - UMass 12-21-23 (Final),2072.6043666666665,21.083333333000155,DEFENSE,60,BLOB Def,POST,,"#13 Kelly, #1 Sturdivant, #14 Reeves, #12 Claude, #3 Coleman",X3,,,,
Game #10 - UMass 12-21-23 (Final),2132.2431333336667,19.716666666000037,DEFENSE,61,,P/R,,"#10 Dowuona, #14 Reeves, #2 George, #11 Ndongo, #13 Kelly",O3,,,,
Game #10 - UMass 12-21-23 (Final),2175.0764666666664,12.900000000000091,DEFENSE,62,,POST,,"#10 Dowuona, #14 Reeves, #2 George, #11 Ndongo, #13 Kelly",O2,,,,
Game #10 - UMass 12-21-23 (Final),2207.9597999996668,8.983333333666451,DEFENSE,63,Transition D,,,"#10 Dowuona, #14 Reeves, #2 George, #11 Ndongo, #13 Kelly",O3,TRANSITION,,,
Game #10 - UMass 12-21-23 (Final),2267.1431333333335,7.08333333333303,DEFENSE,64,Transition D,,,"#12 Claude, #14 Reeves, #2 George, #11 Ndongo, #13 Kelly",O2F,TRANSITION,,,
Game #10 - UMass 12-21-23 (Final),2302.5097666666666,4.333366667000064,DEFENSE,65,,,,"#12 Claude, #14 Reeves, #2 George, #11 Ndongo, #13 Kelly",FT - MI,TRANSITION,,,
Game #10 - UMass 12-21-23 (Final),2309.9573494576666,4.503109747000053,DEFENSE,66,"Transition D, Opp Off Reb",,,"#12 Claude, #14 Reeves, #2 George, #11 Ndongo, #13 Kelly",X2,TRANSITION,,,
Game #10 - UMass 12-21-23 (Final),2314.4604592046667,3.49934079500008,DEFENSE,67,D Foul,OREB,,"#12 Claude, #14 Reeves, #2 George, #11 Ndongo, #13 Kelly",X2F,,,,
Game #10 - UMass 12-21-23 (Final),2323.6522666666665,5.5113333333333685,DEFENSE,68,,OREB,,"#12 Claude, #14 Reeves, #2 George, #11 Ndongo, #13 Kelly",FT - MI,,,,
Game #10 - UMass 12-21-23 (Final),2336.775397753999,3.463001291000637,DEFENSE,69,,,,"#12 Claude, #14 Reeves, #2 George, #11 Ndongo, #13 Kelly",FT - MI,,,,
Game #10 - UMass 12-21-23 (Final),2366.2969666666663,25.00000000033333,DEFENSE,70,D Foul,POST,,"#12 Claude, #3 Coleman, #2 George, #11 Ndongo, #1 Sturdivant",X3,,,,
Game #10 - UMass 12-21-23 (Final),2407.5636,18.033366666666552,DEFENSE,71,"BLOB Def, Opp Off Reb",POST,,"#12 Claude, #3 Coleman, #2 George, #11 Ndongo, #1 Sturdivant",X3,,,,
Game #10 - UMass 12-21-23 (Final),2425.5969666666665,2.883333333333212,DEFENSE,72,,OREB,,"#12 Claude, #3 Coleman, #2 George, #11 Ndongo, #1 Sturdivant",O2,,,,
Game #10 - UMass 12-21-23 (Final),2456.4469666669997,9.0,DEFENSE,73,Transition D,,,"#12 Claude, #3 Coleman, #2 George, #11 Ndongo, #1 Sturdivant",O2,TRANSITION,,,
Game #10 - UMass 12-21-23 (Final),2501.6802999999995,3.5166666670002087,DEFENSE,74,"Transition D, Opp Off Reb",,,"#12 Claude, #3 Coleman, #2 George, #11 Ndongo, #1 Sturdivant",X2,TRANSITION,,,
Game #10 - UMass 12-21-23 (Final),2505.1969666669997,2.083333333000155,DEFENSE,75,,OREB,,"#12 Claude, #3 Coleman, #2 George, #11 Ndongo, #1 Sturdivant",O2,,,,
Game #10 - UMass 12-21-23 (Final),2521.1969666669997,8.799999999666397,DEFENSE,76,Transition D,,,"#12 Claude, #3 Coleman, #2 George, #11 Ndongo, #1 Sturdivant",TO,TRANSITION,,,
Game #10 - UMass 12-21-23 (Final),2573.820733333333,8.283333332999973,DEFENSE,77,,CUT,,"#12 Claude, #5 Gapare, #1 Sturdivant, #14 Reeves, #3 Coleman",O2,,,,
Game #10 - UMass 12-21-23 (Final),2631.2137315603245,12.573668439675203,DEFENSE,78,D Foul,CUT,,"#12 Claude, #5 Gapare, #1 Sturdivant, #14 Reeves, #3 Coleman",X2F,,,,
Game #10 - UMass 12-21-23 (Final),2666.1156267386577,8.810630542000581,DEFENSE,79,,CUT,,"#12 Claude, #5 Gapare, #1 Sturdivant, #14 Reeves, #3 Coleman",FT - MK,,,,
Game #10 - UMass 12-21-23 (Final),2683.8873999999996,4.0,DEFENSE,80,,CUT,,"#12 Claude, #5 Gapare, #1 Sturdivant, #14 Reeves, #3 Coleman",FT - MK,,,,
Game #10 - UMass 12-21-23 (Final),2705.354066666333,10.716666667000027,DEFENSE,81,Transition D,,,"#12 Claude, #5 Gapare, #1 Sturdivant, #14 Reeves, #13 Kelly",X3,TRANSITION,,,
Game #10 - UMass 12-21-23 (Final),2751.3990666666664,13.721666666666806,DEFENSE,82,,OFF BALL SCREEN,,"#12 Claude, #23 Sacko, #1 Sturdivant, #14 Reeves, #13 Kelly",X2,,,,
Game #10 - UMass 12-21-23 (Final),2765.9614666666666,19.100033332999374,DEFENSE,83,"BLOB Def, D Foul",DHO/HOFF,,"#12 Claude, #23 Sacko, #1 Sturdivant, #14 Reeves, #13 Kelly",X3F,,,,
Game #10 - UMass 12-21-23 (Final),2812.772770796323,6.622062537343481,DEFENSE,84,,DHO/HOFF,,"#12 Claude, #23 Sacko, #1 Sturdivant, #14 Reeves, #13 Kelly",FT - MK,,,,
Game #10 - UMass 12-21-23 (Final),2830.011466666666,4.25,DEFENSE,85,,DHO/HOFF,,"#12 Claude, #23 Sacko, #1 Sturdivant, #14 Reeves, #13 Kelly",FT - MK,,,,
Game #10 - UMass 12-21-23 (Final),2847.975243517657,5.395645709667406,DEFENSE,86,,DHO/HOFF,,"#12 Claude, #23 Sacko, #1 Sturdivant, #14 Reeves, #13 Kelly",FT - MK,,,,
Game #10 - UMass 12-21-23 (Final),2879.078166666666,11.883333333000337,DEFENSE,87,,DHO/HOFF,,"#12 Claude, #11 Ndongo, #1 Sturdivant, #14 Reeves, #13 Kelly",X3,,,,
Game #10 - UMass 12-21-23 (Final),2900.694833333333,12.800000000333057,DEFENSE,88,,ISO,,"#12 Claude, #11 Ndongo, #1 Sturdivant, #14 Reeves, #13 Kelly",X3,,,,
Game #10 - UMass 12-21-23 (Final),2982.278166666666,25.297426243661903,DEFENSE,89,,POST,,"#11 Ndongo, #1 Sturdivant, #14 Reeves, #13 Kelly, #3 Coleman",TO,,,,
Game #10 - UMass 12-21-23 (Final),3154.581653505652,13.667213161014843,DEFENSE,90,,,,"#3 Coleman, #11 Ndongo, #1 Sturdivant, #14 Reeves, #13 Kelly",,,,,
Game #10 - UMass 12-21-23 (Final),3179.0161666666663,19.806800000000294,DEFENSE,91,BLOB Def,DHO/HOFF,,"#3 Coleman, #11 Ndongo, #1 Sturdivant, #14 Reeves, #13 Kelly",O3,,,,
Game #10 - UMass 12-21-23 (Final),3278.7063333336664,10.75,DEFENSE,92,,POST,,"#3 Coleman, #11 Ndongo, #1 Sturdivant, #14 Reeves, #13 Kelly",TO,,,,
Game #10 - UMass 12-21-23 (Final),3350.786773189335,21.902893477331418,DEFENSE,93,,DK/MVMT,,"#3 Coleman, #11 Ndongo, #1 Sturdivant, #14 Reeves, #13 Kelly",O2,,,,
Game #10 - UMass 12-21-23 (Final),3416.556333333333,18.83333333333303,DEFENSE,94,,CUT,,"#3 Coleman, #11 Ndongo, #1 Sturdivant, #14 Reeves, #2 George",O2,,,,
Game #10 - UMass 12-21-23 (Final),3518.756333333333,19.616666666333913,DEFENSE,95,,ISO,,"#3 Coleman, #11 Ndongo, #12 Claude, #14 Reeves, #2 George",X2,,,,
Game #10 - UMass 12-21-23 (Final),3563.391294420666,23.781705579000118,DEFENSE,96,,POST,,"#3 Coleman, #11 Ndongo, #12 Claude, #14 Reeves, #2 George",X2,,,,
Game #10 - UMass 12-21-23 (Final),3633.7255333333324,29.366699999999582,DEFENSE,97,,ISO,,"#3 Coleman, #11 Ndongo, #12 Claude, #2 George, #13 Kelly",O2,,,,
Game #10 - UMass 12-21-23 (Final),3705.678266666666,32.23063333366645,DEFENSE,98,,ISO,,"#3 Coleman, #11 Ndongo, #12 Claude, #2 George, #13 Kelly",O2,,,,
Game #10 - UMass 12-21-23 (Final),3785.6922333333323,30.333299999999326,DEFENSE,99,D Foul,POST,,"#3 Coleman, #11 Ndongo, #12 Claude, #2 George, #13 Kelly",X2F,,,,
Game #10 - UMass 12-21-23 (Final),3839.2755333333316,4.283366667000337,DEFENSE,100,,POST,,"#13 Kelly, #11 Ndongo, #12 Claude, #3 Coleman, #2 George",FT - MK,,,,
Game #10 - UMass 12-21-23 (Final),3855.6740666666656,3.2848333336669384,DEFENSE,101,,POST,,"#13 Kelly, #11 Ndongo, #12 Claude, #3 Coleman, #2 George",FT - MI,,,,
Game #10 - UMass 12-21-23 (Final),3880.7918200213317,24.364777912000136,DEFENSE,102,,DHO/HOFF,,"#13 Kelly, #11 Ndongo, #12 Claude, #1 Sturdivant, #2 George",X2,,,,
Game #10 - UMass 12-21-23 (Final),3955.7755333333316,21.100033333000283,DEFENSE,103,,P/R,,"#13 Kelly, #11 Ndongo, #12 Claude, #1 Sturdivant, #14 Reeves",X2,,,,
Game #10 - UMass 12-21-23 (Final),3988.358900000332,11.616666666000128,DEFENSE,104,,DK/MVMT,,"#13 Kelly, #11 Ndongo, #12 Claude, #14 Reeves, #1 Sturdivant",X2,,,,
Game #10 - UMass 12-21-23 (Final),4020.463899999999,13.050000000000182,DEFENSE,105,Opp Off Reb,OFF BALL SCREEN,,"#2 George, #11 Ndongo, #12 Claude, #14 Reeves, #1 Sturdivant",X3,,,,
Game #10 - UMass 12-21-23 (Final),4033.513899999999,2.0333333333328483,DEFENSE,106,,OREB,,"#2 George, #11 Ndongo, #12 Claude, #14 Reeves, #1 Sturdivant",X2,,,,
Game #10 - UMass 12-21-23 (Final),4043.830566666332,15.799966667000263,DEFENSE,107,,P/R,,"#2 George, #11 Ndongo, #12 Claude, #14 Reeves, #1 Sturdivant",O3,,,,
Game #10 - UMass 12-21-23 (Final),4076.013899999999,26.40000000033342,DEFENSE,108,,DHO/HOFF,,"#2 George, #11 Ndongo, #12 Claude, #14 Reeves, #1 Sturdivant",X2,,,,
Game #10 - UMass 12-21-23 (Final),4161.897233333332,18.76666666700021,DEFENSE,109,,POST,,"#2 George, #11 Ndongo, #12 Claude, #14 Reeves, #1 Sturdivant",X3,,,,
Game #10 - UMass 12-21-23 (Final),4197.363900000332,9.050000000000182,DEFENSE,110,"Transition D, Opp Off Reb",,,"#2 George, #11 Ndongo, #12 Claude, #14 Reeves, #1 Sturdivant",X3,TRANSITION,,,
Game #10 - UMass 12-21-23 (Final),4221.235966666666,11.383333333333212,DEFENSE,111,BLOB Def,DK/MVMT,,"#2 George, #11 Ndongo, #12 Claude, #14 Reeves, #1 Sturdivant",TO,,,,
Game #10 - UMass 12-21-23 (Final),4309.998800000334,14.550000000000182,DEFENSE,112,,POST,,"#2 George, #11 Ndongo, #12 Claude, #14 Reeves, #1 Sturdivant",TO,,,,
Game #10 - UMass 12-21-23 (Final),4388.148800000001,9.899999999999636,DEFENSE,113,,DHO/HOFF,,"#2 George, #11 Ndongo, #12 Claude, #14 Reeves, #1 Sturdivant",O3,,,,
Game #10 - UMass 12-21-23 (Final),4537.115433333334,9.3166999999994,DEFENSE,114,,OTHER,,"#2 George, #11 Ndongo, #12 Claude, #14 Reeves, #1 Sturdivant",X3,,,,
Game #10 - UMass 12-21-23 (Final),0.0,339.10136666666665,GAME,1,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),339.10136666666665,366.124,GAME,2,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),705.2253666666667,494.43413333333353,GAME,3,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),1199.6595000000002,115.8148666666666,GAME,4,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),1315.4743666666668,346.2397666666668,GAME,5,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),1661.7141333333334,456.20743333333303,GAME,6,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),2117.9215666666664,203.5884000000001,GAME,7,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),2321.5099666666665,210.43113333333304,GAME,8,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),2531.9410999999996,234.0203666666671,GAME,9,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),2767.1195666666663,244.02553333333344,GAME,10,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),3011.1450999999997,577.819833333333,GAME,11,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),3588.9649333333327,422.71559999999954,GAME,12,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),4011.6805333333323,201.8044333333337,GAME,13,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),4213.484966666666,41.97863333333407,GAME,14,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),4255.4636,35.18983333333381,GAME,15,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),4290.653433333334,254.1288333333332,GAME,16,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),189.6884,8.0,OPP 2PT Shot,1,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),204.021733333,8.0,OPP 2PT Shot,2,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),346.41566666666665,8.0,OPP 2PT Shot,3,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),387.16723333333334,8.0,OPP 2PT Shot,4,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),582.9489999996666,8.0,OPP 2PT Shot,5,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),657.3489666666667,8.0,OPP 2PT Shot,6,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),866.9424,8.0,OPP 2PT Shot,7,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),886.8335766483334,8.0,OPP 2PT Shot,8,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),1015.7127999999999,8.0,OPP 2PT Shot,9,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),1114.1257333333333,8.0,OPP 2PT Shot,10,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),1208.256250765,8.0,OPP 2PT Shot,11,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),1282.0295666666666,8.0,OPP 2PT Shot,12,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),1302.1962333330002,8.0,OPP 2PT Shot,13,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),1304.0129000000002,8.0,OPP 2PT Shot,14,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),1459.8354333333332,8.0,OPP 2PT Shot,15,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),1464.218766666333,8.0,OPP 2PT Shot,16,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),1555.3521,8.0,OPP 2PT Shot,17,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),1557.4521,8.0,OPP 2PT Shot,18,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),1642.8020999999999,8.0,OPP 2PT Shot,19,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),1738.921033333333,8.0,OPP 2PT Shot,20,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),1797.7543666666666,8.0,OPP 2PT Shot,21,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),1915.1543666666662,8.0,OPP 2PT Shot,22,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),1964.8210333336665,8.0,OPP 2PT Shot,23,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),2179.9619073346666,8.0,OPP 2PT Shot,24,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),2265.9764666666665,8.0,OPP 2PT Shot,25,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),2307.8803052696667,8.0,OPP 2PT Shot,26,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),2311.2597999996665,8.0,OPP 2PT Shot,27,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),2420.8302999999996,8.0,OPP 2PT Shot,28,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),2458.6303,8.0,OPP 2PT Shot,29,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),2499.346966667,8.0,OPP 2PT Shot,30,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),2500.246966666666,8.0,OPP 2PT Shot,31,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),2575.0873999999994,8.0,OPP 2PT Shot,32,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),2635.770733333333,8.0,OPP 2PT Shot,33,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),2755.904066666333,8.0,OPP 2PT Shot,34,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),3365.406333333666,8.0,OPP 2PT Shot,35,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),3427.8006401156663,8.0,OPP 2PT Shot,36,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),3531.2729999996664,8.0,OPP 2PT Shot,37,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),3578.5063333336666,8.0,OPP 2PT Shot,38,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),3653.8255666663317,8.0,OPP 2PT Shot,39,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),3730.858900000332,8.0,OPP 2PT Shot,40,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),3808.765450496332,8.0,OPP 2PT Shot,41,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),3896.2255666663323,8.0,OPP 2PT Shot,42,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),3970.0667214573323,8.0,OPP 2PT Shot,43,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),3993.0583358113327,8.0,OPP 2PT Shot,44,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),4029.1660009593325,8.0,OPP 2PT Shot,45,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),4094.297233333332,8.0,OPP 2PT Shot,46,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),19.005740001999996,8.0,OPP 3PT Shot,1,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),45.538399999999996,8.0,OPP 3PT Shot,2,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),95.45506666700001,8.0,OPP 3PT Shot,3,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),137.371733333,8.0,OPP 3PT Shot,4,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),249.10506666700002,8.0,OPP 3PT Shot,5,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),285.8717,8.0,OPP 3PT Shot,6,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),328.863477915,8.0,OPP 3PT Shot,7,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),426.7016046816666,8.0,OPP 3PT Shot,8,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),492.63233333333335,8.0,OPP 3PT Shot,9,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),572.0104102616666,8.0,OPP 3PT Shot,10,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),742.0757333333332,8.0,OPP 3PT Shot,11,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),975.2522,8.0,OPP 3PT Shot,12,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),1097.5590666663334,8.0,OPP 3PT Shot,13,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),1286.1129,8.0,OPP 3PT Shot,14,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),1394.2021000003333,8.0,OPP 3PT Shot,15,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),1960.121033333333,8.0,OPP 3PT Shot,16,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),2086.3376999996663,8.0,OPP 3PT Shot,17,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),2143.8597666666665,8.0,OPP 3PT Shot,18,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),2208.0931333336666,8.0,OPP 3PT Shot,19,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),2381.813633333,8.0,OPP 3PT Shot,20,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),2418.2302999999997,8.0,OPP 3PT Shot,21,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),2707.616328089333,8.0,OPP 3PT Shot,22,,,,,,,,,
Game #10 - UMass 12-21-23 (Final),2776.311466666666,8.0,OPP 3PT Shot,23,,,,,,,,,
